"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L2552","JsonWriter value(double value)","com.google.gson.internal.bind.JsonTreeWriter.value(D)Lcom/google/gson/stream/JsonWriter;","L2480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java","170","3","176","4","0","0","0","0","0","0","0","0","145.636","33.8333","7781.67","392.689","46","32","432.315","230","110.278","64.4902","83.8043","49.0084","4","1","1","2","3","0","0","0","0","0","7","7","4","1","7","7","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2558","JsonWriter value(long value)","com.google.gson.internal.bind.JsonTreeWriter.value(J)Lcom/google/gson/stream/JsonWriter;","L2480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java","178","3","181","4","0","0","0","0","0","0","0","0","55.303","10.5","798","86.0337","19","16","44.3333","76","125.792","73.5627","105.881","61.9186","1","0","0","1","2","0","0","0","0","0","4","4","2","1","4","4","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2560","JsonWriter value(Number value)","com.google.gson.internal.bind.JsonTreeWriter.value(Ljava/lang/Number;)Lcom/google/gson/stream/JsonWriter;","L2480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java","183","3","197","4","0","0","0","0","0","0","0","0","171.61","35.2","11552.5","511.035","63","37","641.805","328.196","98.1711","57.41","66.4391","38.8533","5","2","2","1","4","0","0","0","0","0","13","15","8","1","13","15","8","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2567","void flush()","com.google.gson.internal.bind.JsonTreeWriter.flush()V","L2480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java","199","3","200","4","0","0","0","0","0","0","0","0","11.6096","2.5","38.7744","11.4559","6","6","2.15414","15.5098","145.285","84.9622","134.003","78.3646","1","0","0","0","0","0","0","0","0","0","2","2","0","0","2","2","0","0","0","2","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"L2568","void close()","com.google.gson.internal.bind.JsonTreeWriter.close()V","L2480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/JsonTreeWriter.java","202","3","207","4","0","0","0","0","0","0","0","0","72","10","1123.7","108.085","26","20","62.4278","112.37","116.96","68.3977","93.2406","54.5267","2","1","1","2","0","0","0","0","0","0","6","6","3","0","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2576","MapTypeAdapterFactory(ConstructorConstructor constructorConstructor, boolean complexMapKeySerialization)","com.google.gson.internal.bind.MapTypeAdapterFactory.<init>(Lcom/google/gson/internal/ConstructorConstructor;Z)V","L2572","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/MapTypeAdapterFactory.java","109","3","113","4","0","0","0","0","0","0","0","0","35.6096","5.6","414.449","55.588","20","13","23.025","74.0088","122.315","71.5294","100.865","58.9852","1","0","0","1","0","0","0","0","0","0","5","5","2","2","5","5","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2581","<T extends Object> TypeAdapter<T> create(Gson gson, TypeToken<T> typeToken)","com.google.gson.internal.bind.MapTypeAdapterFactory.create(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;","L2572","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/MapTypeAdapterFactory.java","115","3","134","4","0","0","0","0","0","0","0","0","303.463","33.8696","27519.4","911.506","137","61","1528.86","812.511","90.7834","53.0897","73.8233","43.1715","2","1","1","0","9","0.0588235","1","0","0.0588235","1","16","20","11","2","16","20","11","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2588","TypeAdapter<?> getKeyAdapter(Gson context, Type keyType)","com.google.gson.internal.bind.MapTypeAdapterFactory.getKeyAdapter(Lcom/google/gson/Gson;Ljava/lang/reflect/Type;)Lcom/google/gson/TypeAdapter;","L2572","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/MapTypeAdapterFactory.java","139","3","143","4","0","0","0","0","0","0","0","0","106.09","15.7143","2615.19","189.817","35","27","145.288","166.421","117.642","68.7963","134.958","78.9228","3","0","0","1","2","0.375","3","3","0.375","3","5","5","1","2","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2671","ObjectTypeAdapter(Gson gson)","com.google.gson.internal.bind.ObjectTypeAdapter.<init>(Lcom/google/gson/Gson;)V","L2658","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ObjectTypeAdapter.java","50","3","52","4","0","0","0","0","0","0","0","0","20.2647","4","139.477","26.8948","11","9","7.74871","34.8692","134.504","78.6574","118.449","69.2687","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2676","Object read(JsonReader in)","com.google.gson.internal.bind.ObjectTypeAdapter.read(Lcom/google/gson/stream/JsonReader;)Ljava/lang/Object;","L2658","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ObjectTypeAdapter.java","54","3","91","4","0","0","0","0","0","0","0","0","276.349","55.5417","47202.6","1306.1","147","55","2622.37","849.86","77.7107","45.4449","37.3284","21.8295","9","2","2","0","12","0","0","0","0","0","32","38","18","1","32","38","18","0","0","3","0","2","0","0","2","0","1","0","2","0","0","0","0","0","0","0"
"L2697","void write(JsonWriter out, Object value)","com.google.gson.internal.bind.ObjectTypeAdapter.write(Lcom/google/gson/stream/JsonWriter;Ljava/lang/Object;)V","L2658","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ObjectTypeAdapter.java","93","3","108","4","0","0","0","0","0","0","0","0","152.382","28.6875","9858.8","459.779","67","35","547.711","343.662","97.191","56.8369","64.8216","37.9074","3","1","1","0","5","0","0","0","0","0","14","16","9","2","14","16","9","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2720","ReflectiveTypeAdapterFactory(ConstructorConstructor constructorConstructor, FieldNamingStrategy fieldNamingPolicy, Excluder excluder, JsonAdapterAnnotationTypeAdapterFactory jsonAdapterFactory)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.<init>(Lcom/google/gson/internal/ConstructorConstructor;Lcom/google/gson/FieldNamingStrategy;Lcom/google/gson/internal/Excluder;Lcom/google/gson/internal/bind/JsonAdapterAnnotationTypeAdapterFactory;)V","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","55","3","62","4","0","0","0","0","0","0","0","0","61.7486","7.22222","1104.46","106.848","36","19","61.359","152.925","110.927","64.8698","84.4352","49.3773","1","0","0","1","0","0","0","0","0","0","8","8","4","4","8","8","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2729","boolean excludeField(Field f, boolean serialize)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Ljava/lang/reflect/Field;Z)Z","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","64","3","66","4","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","115.985","67.8272","1","0","0","1","1","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2735","boolean excludeField(Field f, boolean serialize, Excluder excluder)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Ljava/lang/reflect/Field;ZLcom/google/gson/internal/Excluder;)Z","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","68","3","70","4","0","0","0","0","0","0","0","0","56.1057","16.25","1926.22","154.812","29","17","107.012","118.536","127.911","74.8019","109.04","63.766","2","0","0","1","2","0","0","0","0","0","3","3","1","3","3","3","1","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L2744","List<String> getFieldNames(Field f)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getFieldNames(Ljava/lang/reflect/Field;)Ljava/util/List;","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","73","3","92","4","0","0","0","0","0","0","0","0","197.869","26.2059","15594.5","624.188","109","44","866.364","595.078","90.0348","52.6519","71.9979","42.104","4","1","1","1","3","0.0526316","1","1","0.0526316","1","18","20","13","1","18","20","13","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L2763","<T extends Object> TypeAdapter<T> create(Gson gson, TypeToken<T> type)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.create(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","94","3","103","4","0","0","0","0","0","0","0","0","161.601","22.95","7651.65","388.302","64","37","425.091","333.405","106.644","62.3651","103.046","60.2606","2","1","1","0","4","0.111111","1","0","0.111111","1","8","10","5","2","8","10","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2779","BoundField createBoundField(Gson context, Field field, String name, TypeToken<?> fieldType, boolean serialize, boolean deserialize)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.createBoundField(Lcom/google/gson/Gson;Ljava/lang/reflect/Field;Ljava/lang/String;Lcom/google/gson/reflect/TypeToken;ZZ)Lcom/google/gson/internal/bind/ReflectiveTypeAdapterFactory$BoundField;","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","105","3","142","4","0","0","0","0","0","0","0","0","245.819","27.3095","17124.4","664.37","110","52","951.355","627.048","91.9007","53.7431","75.5371","44.1738","3","1","1","1","4","0.0588235","1","0","0.0769231","3","16","18","10","6","36","38","20","0","0","13","0","2","0","0","2","0","0","0","11","0","0","0","0","0","0","1"
"L2777","Map<String, BoundField> getBoundFields(Gson context, TypeToken<?> type, Class<?> raw)","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getBoundFields(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Ljava/lang/Class;)Ljava/util/Map;","L2700","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java","144","3","180","4","0","0","0","0","0","0","0","0","472.419","70","110660","2304.95","246","86","6147.79","1580.86","72.3452","42.3071","42.2865","24.729","10","4","4","1","8","0.027027","1","0","0.027027","1","36","37","31","3","36","37","31","0","0","3","0","6","3","0","3","1","0","0","2","0","0","0","0","0","0","0"
"L2897","Date read(JsonReader in)","com.google.gson.internal.bind.SqlDateTypeAdapter.read(Lcom/google/gson/stream/JsonReader;)Ljava/sql/Date;","L2875","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/SqlDateTypeAdapter.java","49","3","61","4","0","0","0","0","0","0","0","0","192.625","29.1429","10773.3","487.789","69","41","598.515","369.671","98.0122","57.3171","66.0064","38.6002","3","1","1","0","4","0","0","0","0","0","13","13","7","1","13","13","7","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2902","void write(JsonWriter out, Date value)","com.google.gson.internal.bind.SqlDateTypeAdapter.write(Lcom/google/gson/stream/JsonWriter;Ljava/sql/Date;)V","L2875","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/SqlDateTypeAdapter.java","63","3","66","4","0","0","0","0","0","0","0","0","90.5684","13.5","1856.91","151.075","30","24","103.162","137.549","122.477","71.6242","101.2","59.1814","2","0","0","0","1","0","0","0","0","0","4","4","1","2","4","4","1","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2927","Time read(JsonReader in)","com.google.gson.internal.bind.TimeTypeAdapter.read(Lcom/google/gson/stream/JsonReader;)Ljava/sql/Time;","L2905","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TimeTypeAdapter.java","50","3","61","4","0","0","0","0","0","0","0","0","166.858","25.7143","8037.44","401.247","60","37","446.525","312.567","100.181","58.5856","69.1359","40.4303","3","1","1","0","4","0","0","0","0","0","12","12","7","1","12","12","7","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2932","void write(JsonWriter out, Time value)","com.google.gson.internal.bind.TimeTypeAdapter.write(Lcom/google/gson/stream/JsonWriter;Ljava/sql/Time;)V","L2905","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TimeTypeAdapter.java","63","3","65","4","0","0","0","0","0","0","0","0","74.1131","11.25","1284.75","118.181","26","21","71.3752","114.2","128.105","74.9153","109.319","63.9295","2","0","0","0","1","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0"
"L2339","TreeTypeAdapter(JsonSerializer<T> serializer, JsonDeserializer<T> deserializer, Gson gson, TypeToken<T> typeToken, TypeAdapterFactory skipPast)","com.google.gson.internal.bind.TreeTypeAdapter.<init>(Lcom/google/gson/JsonSerializer;Lcom/google/gson/JsonDeserializer;Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;Lcom/google/gson/TypeAdapterFactory;)V","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","52","3","59","4","0","0","0","0","0","0","0","0","86.1595","9.45455","2167.44","167.481","50","24","120.413","229.248","108.822","63.6386","81.398","47.6012","1","0","0","2","0","0","0","0","0","0","8","8","5","5","8","8","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2966","T read(JsonReader in)","com.google.gson.internal.bind.TreeTypeAdapter.read(Lcom/google/gson/stream/JsonReader;)Ljava/lang/Object;","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","61","3","70","4","0","0","0","0","0","0","0","0","122.107","17.875","4473.24","271.487","51","30","248.514","250.251","104.291","60.9891","75.0651","43.8977","3","1","1","0","6","0","0","0","0","0","10","10","6","1","10","10","6","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2973","void write(JsonWriter out, T value)","com.google.gson.internal.bind.TreeTypeAdapter.write(Lcom/google/gson/stream/JsonWriter;Ljava/lang/Object;)V","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","72","3","83","4","0","0","0","0","0","0","0","0","132.571","21.7222","6299.44","341.089","58","32","349.969","290","100.571","58.8135","69.6981","40.7591","3","1","1","0","6","0","0","0","0","0","12","12","8","2","12","12","8","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2968","TypeAdapter<T> delegate()","com.google.gson.internal.bind.TreeTypeAdapter.delegate()Lcom/google/gson/TypeAdapter;","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","85","3","90","4","0","0","0","0","0","0","0","0","72.1057","8.9375","1138.43","109.028","29","21","63.2463","127.377","116.308","68.0165","92.3002","53.9767","2","0","0","2","1","0","0","0","0","0","6","6","2","0","6","6","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L2979","TypeAdapterFactory newFactory(TypeToken<?> exactType, Object typeAdapter)","com.google.gson.internal.bind.TreeTypeAdapter.newFactory(Lcom/google/gson/reflect/TypeToken;Ljava/lang/Object;)Lcom/google/gson/TypeAdapterFactory;","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","95","3","97","4","0","0","0","0","0","0","0","0","59.7154","9.1","758.926","83.2019","20","18","42.1626","83.3985","129.97","76.0056","156.364","91.441","1","0","0","0","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2988","TypeAdapterFactory newFactoryWithMatchRawType(TypeToken<?> exactType, Object typeAdapter)","com.google.gson.internal.bind.TreeTypeAdapter.newFactoryWithMatchRawType(Lcom/google/gson/reflect/TypeToken;Ljava/lang/Object;)Lcom/google/gson/TypeAdapterFactory;","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","103","3","108","4","0","0","0","0","0","0","0","0","92.3203","19","2874.77","202.179","33","24","159.71","151.304","118.597","69.3549","139.957","81.846","1","0","0","1","3","0.5","5","4","0.5","5","5","6","2","2","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2992","TypeAdapterFactory newTypeHierarchyFactory(Class<?> hierarchyType, Object typeAdapter)","com.google.gson.internal.bind.TreeTypeAdapter.newTypeHierarchyFactory(Ljava/lang/Class;Ljava/lang/Object;)Lcom/google/gson/TypeAdapterFactory;","L2336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TreeTypeAdapter.java","114","3","117","4","0","0","0","0","0","0","0","0","59.7154","9.1","758.926","83.2019","20","18","42.1626","83.3985","125.309","73.2802","149.64","87.509","1","0","0","1","1","0.5","4","4","0.5","4","4","4","1","2","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2162","TypeAdapterRuntimeTypeWrapper(Gson context, TypeAdapter<T> delegate, Type type)","com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.<init>(Lcom/google/gson/Gson;Lcom/google/gson/TypeAdapter;Ljava/lang/reflect/Type;)V","L2159","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapterRuntimeTypeWrapper.java","33","3","37","4","0","0","0","0","0","0","0","0","52.8708","7.14286","846.689","89.4985","29","17","47.0383","118.536","119.866","70.0971","97.331","56.9187","1","0","0","4","0","0","0","0","0","0","5","5","3","3","5","5","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3057","T read(JsonReader in)","com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(Lcom/google/gson/stream/JsonReader;)Ljava/lang/Object;","L2159","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapterRuntimeTypeWrapper.java","39","3","42","4","0","0","0","0","0","0","0","0","42.8086","7.33333","418.809","55.9771","15","14","23.2672","57.1103","127.278","74.4316","108.024","63.1722","1","0","0","0","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3059","void write(JsonWriter out, T value)","com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.write(Lcom/google/gson/stream/JsonWriter;Ljava/lang/Object;)V","L2159","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapterRuntimeTypeWrapper.java","44","3","70","4","0","0","0","0","0","0","0","0","196.6","34.875","16464","647.177","87","43","914.665","472.085","92.1647","53.8975","97.1921","56.8375","4","3","2","0","4","0.346154","9","0","0.346154","9","17","27","10","2","17","27","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3062","Type getRuntimeTypeIfMoreSpecific(Type type, Object value)","com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.getRuntimeTypeIfMoreSpecific(Ljava/lang/reflect/Type;Ljava/lang/Object;)Ljava/lang/reflect/Type;","L2159","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapterRuntimeTypeWrapper.java","75","3","81","4","0","0","0","0","0","0","0","0","103.848","25.2","4738.04","282.098","40","26","263.225","188.018","111.096","64.9686","122.602","71.6969","5","1","1","1","0","0.3","3","3","0.3","3","7","7","3","2","7","7","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3069","TypeAdapters()","com.google.gson.internal.bind.TypeAdapters.<init>()V","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","64","3","66","4","0","0","0","0","0","0","0","0","24","4","126.797","25.239","10","9","7.04428","31.6992","135","78.9472","119.164","69.6868","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3673","<TT extends Object> TypeAdapterFactory newFactory(TypeToken<TT> type, TypeAdapter<TT> typeAdapter)","com.google.gson.internal.bind.TypeAdapters.newFactory(Lcom/google/gson/reflect/TypeToken;Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapterFactory;","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","822","3","830","4","0","0","0","0","0","0","0","0","56.1057","6.5","584.507","69.908","22","17","32.4726","89.9242","121.302","70.9371","99.4035","58.1307","1","0","0","1","0","0","0","0","0.1","1","5","5","1","2","9","9","2","0","0","7","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L3084","<TT extends Object> TypeAdapterFactory newFactory(Class<TT> type, TypeAdapter<TT> typeAdapter)","com.google.gson.internal.bind.TypeAdapters.newFactory(Ljava/lang/Class;Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapterFactory;","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","832","3","843","4","0","0","0","0","0","0","0","0","56.1057","6.5","584.507","69.908","22","17","32.4726","89.9242","121.302","70.9371","99.4035","58.1307","1","0","0","16","0","0","0","0","0.0769231","1","5","5","1","2","12","12","3","0","0","10","1","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0"
"L3145","<TT extends Object> TypeAdapterFactory newFactory(Class<TT> unboxed, Class<TT> boxed, TypeAdapter<? super TT> typeAdapter)","com.google.gson.internal.bind.TypeAdapters.newFactory(Ljava/lang/Class;Ljava/lang/Class;Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapterFactory;","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","845","3","858","4","0.970588","1","2","1","0.928571","0.928571","13","13","64.9126","7","832.594","88.5025","28","19","46.2552","118.942","119.848","70.0867","97.3054","56.9037","1","0","0","6","0","0","0","0","0.0666667","1","5","5","1","3","14","14","4","0","0","31","0","0","0","21","0","0","0","0","9","0","0","0","0","0","0","0"
"L3569","<TT extends Object> TypeAdapterFactory newFactoryForMultipleTypes(Class<TT> base, Class<? extends TT> sub, TypeAdapter<? super TT> typeAdapter)","com.google.gson.internal.bind.TypeAdapters.newFactoryForMultipleTypes(Ljava/lang/Class;Ljava/lang/Class;Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapterFactory;","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","860","3","873","4","0.970588","1","2","1","0.928571","0.928571","13","13","70.213","7.5","940.019","95.9602","29","20","52.2233","125.336","119.576","69.9274","96.9126","56.674","1","0","0","1","0","0","0","0","0.0666667","1","5","5","1","3","14","14","4","0","0","31","0","0","0","21","0","0","0","0","9","0","0","0","0","0","0","0"
"L3475","<T1 extends Object> TypeAdapterFactory newTypeHierarchyFactory(Class<T1> clazz, TypeAdapter<T1> typeAdapter)","com.google.gson.internal.bind.TypeAdapters.newTypeHierarchyFactory(Ljava/lang/Class;Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapterFactory;","L3067","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java","879","3","907","4","0","0","0","0","0","0","0","0","56.1057","6.5","584.507","69.908","22","17","32.4726","89.9242","121.302","70.9371","142.34","83.2399","1","0","0","3","0","0.444444","4","4","0.125","4","5","5","1","2","28","29","11","0","0","17","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0"
"L3833","void testNumbers()","com.google.gson.internal.bind.JsonElementReaderTest.testNumbers()V","L3831","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/JsonElementReaderTest.java","28","3","36","4","0","0","0","0","0","0","0","0","100.362","17.6429","4229.39","261.528","51","26","234.966","239.722","106.682","62.3869","78.3101","45.7954","1","0","0","0","7","0","0","0","0","0","9","9","7","0","9","9","7","0","0","2","0","4","4","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L3844","void testLenientNansAndInfinities()","com.google.gson.internal.bind.JsonElementReaderTest.testLenientNansAndInfinities()V","L3831","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/bind/JsonElementReaderTest.java","38","3","47","4","0","0","0","0","0","0","0","0","106.09","20","6086.26","333.35","64","27","338.125","304.313","103.734","60.6633","74.0578","43.3087","1","0","0","0","6","0","0","0","0","0","10","10","8","0","10","10","8","0","0","2","0","4","4","0","0","0","0","0","2","0","0","0","0","0","0","0"
